project,language,commits,bcommits,Algo,Conc,Mem,Prog,Fail,Perf,Sec,tins,devs,max_commit_age
kanaka/mal,C++,127,12,0,0,0,12,10,0,2,4011,4,1572
kanaka/mal,CoffeeScript,93,45,0,1,0,44,25,0,20,1525,4,1725
kanaka/mal,Go,170,37,0,2,0,35,3,0,34,7024,7,1744
kanaka/mal,Java,110,41,0,0,1,40,18,0,23,1649,5,1947
kanaka/mal,JavaScript,349,132,1,2,0,129,58,0,74,6631,7,1946
kanaka/mal,Lua,81,44,0,1,12,31,13,0,31,2319,6,1648
kanaka/mal,Objective-C,224,74,0,0,0,74,35,0,39,5790,5,1634
kanaka/mal,PHP,142,68,0,1,1,66,28,0,40,1636,7,1934
kanaka/mal,Perl,580,116,0,1,0,115,56,4,56,6718,9,1932
kanaka/mal,Python,325,96,0,2,2,92,48,0,48,8928,10,2029
kanaka/mal,Ruby,159,64,0,1,0,63,43,0,21,1835,6,1921
kanaka/mal,Scala,72,28,0,1,0,27,24,0,4,2528,5,1669
kanaka/mal,Swift,359,44,0,0,0,44,34,0,10,22448,7,1696
kanaka/mal,TypeScript,154,25,0,0,0,25,13,0,12,4032,5,873
kataras/iris,C,36,2,0,0,0,2,2,0,0,1000,3,918
kataras/iris,C#,25,0,0,0,0,0,0,0,0,765,2,672
kataras/iris,Go,15667,1585,1,1,11,1572,1094,46,445,1701389,51,1269
kataras/iris,JavaScript,124,16,0,0,0,16,10,6,0,85477,6,880
kataras/iris,Perl,79,10,0,0,0,10,10,0,0,4278,3,918
kataras/iris,TypeScript,25,1,0,0,0,1,1,0,0,1113,3,1049
kdn251/interviews,Java,1662,315,1,0,0,314,13,0,302,32073,15,475
kennyledet/Algorithm-Implementations,C,96,5,1,0,0,4,3,0,2,3180,29,1189
kennyledet/Algorithm-Implementations,C#,64,4,2,0,0,2,2,0,2,2910,10,1473
kennyledet/Algorithm-Implementations,C++,68,2,0,0,0,2,1,0,1,2359,25,1770
kennyledet/Algorithm-Implementations,Go,114,8,0,0,0,8,4,0,4,4136,7,1188
kennyledet/Algorithm-Implementations,Java,215,8,1,0,0,7,2,0,6,6610,35,1189
kennyledet/Algorithm-Implementations,JavaScript,90,3,1,0,0,2,1,0,2,1618,18,1768
kennyledet/Algorithm-Implementations,Lua,457,31,0,0,1,30,8,0,23,13987,8,1817
kennyledet/Algorithm-Implementations,Objective-C,31,0,0,0,0,0,0,0,0,1163,4,582
kennyledet/Algorithm-Implementations,PHP,58,5,2,0,2,1,0,0,5,1401,6,713
kennyledet/Algorithm-Implementations,Perl,16,3,0,0,0,3,0,0,3,468,4,1167
kennyledet/Algorithm-Implementations,Python,176,28,8,0,0,20,9,0,19,3152,39,1397
kennyledet/Algorithm-Implementations,Ruby,75,1,0,0,0,1,0,0,1,1397,11,1327
kennyledet/Algorithm-Implementations,Scala,79,1,0,0,0,1,1,0,0,1520,5,653
keras-team/keras,Python,8204,2978,31,19,51,2877,1124,92,1762,187581,826,1684
kevinzhow/PNChart,C,699,262,0,0,0,262,12,1,249,5894,41,1581
kevinzhow/PNChart,Objective-C,1064,412,0,0,1,411,51,1,360,34025,78,1581
kickstarter/ios-oss,C,612,0,0,0,0,0,0,0,0,25405,5,1204
kickstarter/ios-oss,Swift,13260,4086,203,54,84,3745,2249,14,1823,336870,32,1411
koreader/koreader,C,416,86,1,4,6,75,62,0,24,16480,11,494
koreader/koreader,C++,48,7,0,0,0,7,4,0,3,876,4,360
koreader/koreader,Lua,9828,2985,64,33,239,2649,1624,66,1295,187621,123,2946
krzyzanowskim/CryptoSwift,C,471,2,0,0,1,1,0,0,2,36766,4,1925
krzyzanowskim/CryptoSwift,Swift,3026,263,13,8,15,227,126,16,121,40768,64,1970
kubernetes/kubernetes,C,52,7,0,0,0,7,0,1,6,245391,22,1701
kubernetes/kubernetes,Go,227812,24013,405,800,1408,21400,11292,523,12198,13923461,2415,2012
kubernetes/kubernetes,Java,70,16,1,0,2,13,11,0,5,884,15,1148
kubernetes/kubernetes,JavaScript,1127,11,0,0,2,9,3,0,8,209313,35,1678
kubernetes/kubernetes,PHP,16,4,0,0,0,4,4,0,0,124,9,1373
kubernetes/kubernetes,Perl,138,9,0,0,0,9,9,0,0,3937,13,1414
kubernetes/kubernetes,Python,735,205,1,18,12,174,76,1,128,31487,94,1985
kubernetes/minikube,C,72,0,0,0,0,0,0,0,0,8500,8,1173
kubernetes/minikube,Go,51404,1388,2,39,120,1227,688,7,693,6616767,259,1332
kubernetes/minikube,Perl,108,0,0,0,0,0,0,0,0,6034,6,881
kubernetes/minikube,Python,38,5,0,0,0,5,3,0,2,1003,14,1263
labstack/echo,Go,5115,795,0,1,7,787,670,21,104,359417,138,1715
labstack/echo,JavaScript,50,2,0,0,0,2,1,0,1,154,3,792
lagom/lagom,Java,2793,218,0,0,0,218,142,0,76,44363,41,1357
lagom/lagom,Scala,6430,1140,14,13,8,1105,426,10,704,79175,71,1370
lampepfl/dotty,Java,2045,508,1,1,3,503,401,0,107,13382,63,2095
lampepfl/dotty,JavaScript,39,9,0,0,0,9,5,0,4,339,4,1251
lampepfl/dotty,Scala,63100,13168,188,59,347,12574,7581,180,5407,807079,194,2561
lampepfl/dotty,TypeScript,121,27,0,1,1,25,21,0,6,3670,7,892
laravel/framework,JavaScript,36,9,0,0,0,9,3,0,6,326,11,882
laravel/framework,PHP,36236,10421,103,82,411,9825,5198,332,4891,509239,2628,2525
laravel/laravel,JavaScript,148,20,0,0,0,20,10,0,10,6284,36,2798
laravel/laravel,PHP,8816,1313,6,1,44,1262,590,6,717,157521,457,3105
laurilehmijoki/s3_website,Ruby,456,48,2,0,17,29,31,1,16,3709,22,2384
laurilehmijoki/s3_website,Scala,560,82,3,0,21,58,28,0,54,8302,9,1195
leafo/moonscript,Lua,1185,161,2,6,3,150,40,1,120,24301,15,2541
libgdx/libgdx,C,7863,327,0,1,4,322,225,5,97,1463325,33,3531
libgdx/libgdx,C#,50,16,1,3,0,12,9,0,7,1002,4,489
libgdx/libgdx,C++,2294,310,0,22,6,282,170,8,132,866355,32,3456
libgdx/libgdx,Java,46938,10989,75,386,1137,9391,6268,149,4572,1373416,618,3557
libgdx/libgdx,JavaScript,35,4,0,0,0,4,1,0,3,4612,6,2060
libgdx/libgdx,Lua,116,3,0,0,0,3,3,0,0,2475,6,1874
libgdx/libgdx,Objective-C,32,2,0,0,0,2,0,0,2,2640,6,1583
libgdx/libgdx,Python,113,6,0,0,0,6,3,0,3,34154,6,2980
libuv/libuv,C,10206,2980,40,237,308,2395,2305,40,635,253377,355,3182
libuv/libuv,Python,24,8,0,0,0,8,8,0,0,576,8,2729
lihaoyi/Ammonite,Java,8,1,0,0,0,1,0,0,1,239,3,1166
lihaoyi/Ammonite,Python,15,4,0,0,2,2,3,0,1,155,2,306
lihaoyi/Ammonite,Scala,5620,927,14,17,86,810,475,12,440,72538,83,1746
linkerd/linkerd,JavaScript,461,169,1,0,3,165,52,0,117,20705,15,1384
linkerd/linkerd,Scala,4944,1180,28,31,183,938,836,27,317,103545,85,1422
linnovate/mean,JavaScript,2463,347,3,2,6,336,119,2,226,98080,142,1952
linnovate/mean,TypeScript,664,66,0,0,0,66,6,0,60,7479,11,901
localstack/localstack,Java,285,54,0,0,0,54,13,0,41,10646,35,1209
localstack/localstack,JavaScript,14,10,0,0,1,9,4,0,6,34,3,880
localstack/localstack,Python,2001,711,6,3,20,682,216,0,495,30207,167,1211
luakit/luakit,C,2871,560,1,21,104,434,227,4,329,39437,41,3390
luakit/luakit,JavaScript,13,2,0,0,0,2,1,0,1,435,4,2615
luakit/luakit,Lua,4167,726,14,7,23,682,289,5,432,63798,74,3455
luarocks/luarocks,C,23,3,0,0,1,2,0,0,3,1650,8,3305
luarocks/luarocks,Lua,3479,719,9,15,26,669,417,17,285,51754,71,3887
luvit/luvit,C,1418,140,0,11,6,123,66,3,71,121019,24,1139
luvit/luvit,Lua,3469,565,5,14,30,516,154,1,410,73304,72,2953
luvit/luvit,Python,431,8,0,0,0,8,7,0,1,31647,6,1035
mac-cain13/R.swift,Swift,1655,180,0,1,1,178,98,3,79,18506,32,1811
magicalpanda/MagicalRecord,C,2448,160,0,6,4,150,86,2,72,57532,46,3250
magicalpanda/MagicalRecord,Objective-C,1684,308,2,21,19,266,143,4,161,27873,71,3250
magicalpanda/MagicalRecord,Ruby,10,0,0,0,0,0,0,0,0,448,3,1310
major/MySQLTuner-perl,Perl,530,171,1,1,24,145,70,3,98,17486,99,4521
mame/quine-relay,Ruby,580,64,0,1,7,56,22,4,38,11409,10,2300
marcuswestin/WebViewJavascriptBridge,C,143,20,0,0,0,20,11,0,9,885,17,2264
marcuswestin/WebViewJavascriptBridge,Objective-C,297,64,0,2,1,61,41,1,22,4374,39,2264
marmelab/react-admin,JavaScript,12023,1926,18,53,85,1770,619,13,1294,288006,184,1253
marmelab/react-admin,TypeScript,2468,438,4,48,15,371,107,11,320,40538,48,398
mas-cli/mas,C,602,14,0,0,0,14,1,0,13,13234,5,1335
mas-cli/mas,Ruby,52,0,0,0,0,0,0,0,0,295,5,436
mas-cli/mas,Swift,1263,78,0,28,2,48,18,4,56,55221,15,1335
matomo-org/matomo,Java,60,10,0,0,0,10,9,0,1,2851,13,3907
matomo-org/matomo,JavaScript,10078,2274,45,12,137,2080,1565,51,658,831676,107,4522
matomo-org/matomo,PHP,65433,18621,437,99,947,17138,12705,796,5120,1845401,227,4522
matomo-org/matomo,Python,228,75,2,2,4,67,49,2,24,4169,28,1098
matryer/bitbar,C,80,4,0,0,1,3,1,0,3,374,11,2077
matryer/bitbar,Objective-C,276,45,0,2,3,40,18,0,27,4542,25,2077
matryer/bitbar,Python,30,0,0,0,0,0,0,0,0,680,9,1
mattermost/mattermost-server,C,42,8,0,0,8,0,8,0,0,273610,7,1461
mattermost/mattermost-server,Go,41533,8293,83,599,2790,4821,4733,140,3420,3621611,414,1640
mattermost/mattermost-server,JavaScript,15104,4725,53,561,224,3887,2091,118,2516,358965,153,1522
mattermost/mattermost-server,Perl,72,3,0,0,3,0,3,0,0,3771,3,1082
memcached/memcached,C,2030,677,6,125,208,338,433,27,217,43833,150,6012
memcached/memcached,Perl,51,8,0,0,3,5,6,0,2,814,11,5677
mesos/chronos,JavaScript,758,48,0,0,0,48,26,1,21,116191,17,1443
mesos/chronos,Ruby,33,11,1,0,0,10,5,0,6,849,9,1003
mesos/chronos,Scala,1306,282,1,3,4,274,175,10,97,22022,75,2002
mesosphere/marathon,Java,169,34,1,0,0,33,15,1,18,125934,49,2242
mesosphere/marathon,JavaScript,1288,141,2,0,4,135,81,2,58,286457,27,1657
mesosphere/marathon,Python,853,96,6,2,5,83,63,0,33,32902,32,1749
mesosphere/marathon,Scala,19850,5660,331,377,213,4739,3815,261,1584,329112,155,2339
meteor/meteor,C,208,0,0,0,0,0,0,0,0,8914,3,1004
meteor/meteor,C#,33,2,0,0,0,2,0,0,2,1138,4,1086
meteor/meteor,C++,58,7,0,1,1,5,4,0,3,10785,6,1004
meteor/meteor,CoffeeScript,119,4,0,0,0,4,1,0,3,2561,17,2443
meteor/meteor,JavaScript,55761,6292,105,65,307,5815,3524,118,2650,1033887,431,2940
meteor/meteor,Python,13,1,0,0,0,1,1,0,0,729,5,404
meteor/meteor,Ruby,16,3,0,0,0,3,2,0,1,112,5,1072
meteor/meteor,TypeScript,70,12,0,0,2,10,6,1,5,2024,7,220
mewmew/dissection,Assembly,216,7,0,0,0,7,1,0,6,10801,2,1608
michaelficarra/CoffeeScriptRedux,CoffeeScript,753,231,6,1,6,218,120,4,107,14509,25,1770
michaelficarra/CoffeeScriptRedux,JavaScript,973,265,4,1,9,251,144,8,113,104486,20,1769
micropython/micropython,C,24916,2872,28,62,407,2375,1946,125,801,1496632,236,2256
micropython/micropython,Python,3971,424,1,4,49,370,299,10,115,70279,110,2168
microsoft/CNTK,C,13653,3199,34,47,172,2946,1845,140,1214,548612,160,1783
microsoft/CNTK,C#,470,59,0,0,12,47,27,1,31,15792,26,1276
microsoft/CNTK,C++,11924,3095,30,56,127,2882,1731,110,1254,556266,162,1788
microsoft/CNTK,Java,10,3,0,0,0,3,2,0,1,340,6,406
microsoft/CNTK,Objective-C,30,6,0,0,3,3,3,0,3,743,7,716
microsoft/CNTK,Python,11021,2048,19,37,40,1952,853,33,1162,300376,140,1608
microsoft/TypeScript,JavaScript,61182,4651,11,12,20,4608,2552,136,1963,6766245,257,1979
microsoft/TypeScript,TypeScript,75009,12091,97,68,256,11670,6525,489,5077,2908038,514,1980
microsoft/VFSForGit,C,259,49,0,2,24,23,46,0,3,4436,9,902
microsoft/VFSForGit,C#,5882,778,0,27,318,433,635,23,120,131035,29,966
microsoft/VFSForGit,C++,678,174,3,20,32,119,121,2,51,17686,11,939
microsoft/VFSForGit,Objective-C,147,31,0,3,2,26,29,0,2,7355,5,232
microsoft/calculator,C,750,324,0,0,24,300,300,10,14,18904,27,315
microsoft/calculator,C#,115,1,0,0,1,0,1,0,0,4193,8,262
microsoft/calculator,C++,1147,437,0,0,25,412,371,10,56,66964,39,315
microsoft/react-native-windows,C,1956,706,12,24,14,656,663,5,38,62692,51,1201
microsoft/react-native-windows,C#,6224,3388,32,204,98,3054,2844,47,497,117330,71,1452
microsoft/react-native-windows,C++,2271,845,13,23,17,792,750,8,87,142525,58,1204
microsoft/react-native-windows,JavaScript,1963,974,5,10,3,956,851,3,120,68672,64,1448
microsoft/react-native-windows,TypeScript,472,205,7,0,0,198,182,0,23,16790,26,285
microsoft/terminal,C,770,144,2,12,10,120,114,1,29,22939,53,456
microsoft/terminal,C#,238,46,0,3,1,42,18,0,28,12162,27,843
microsoft/terminal,C++,2610,703,10,70,73,550,531,9,163,208944,88,455
microsoft/vscode,C++,11,4,0,0,0,4,1,0,3,90,2,1329
microsoft/vscode,JavaScript,3747,934,1,12,13,908,415,5,514,346089,126,1489
microsoft/vscode,TypeScript,143001,36328,322,567,1050,34389,16517,423,19388,2231449,1033,1489
milessabin/shapeless,Scala,3091,384,6,0,9,369,185,6,193,76973,129,3005
minio/minio,Assembly,419,1,0,0,0,1,0,0,1,30282,3,514
minio/minio,C,490,19,0,0,0,19,13,0,6,28225,6,1614
minio/minio,Go,26980,6348,213,409,524,5202,3695,91,2562,1443938,152,1867
minio/minio,JavaScript,914,217,0,0,0,217,152,0,65,19241,16,1612
moby/moby,C,111,12,0,0,0,12,10,0,2,163486,26,1878
moby/moby,Go,68954,12564,176,535,652,11201,10218,124,2222,2499663,1279,2509
moby/moby,JavaScript,56,3,0,0,1,2,1,0,2,3986,7,693
moby/moby,Python,90,18,0,0,1,17,14,0,4,2195,25,1315
mockery/mockery,PHP,2175,518,1,2,21,494,214,123,181,32334,141,3928
mojolicious/mojo,JavaScript,144,0,0,0,0,0,0,0,0,445,1,2949
mojolicious/mojo,Perl,21560,3565,8,42,148,3367,1052,170,2343,208334,139,4061
moment/moment,JavaScript,11200,1686,4,7,30,1645,474,12,1200,655018,524,3020
moment/moment,TypeScript,53,17,0,0,4,13,10,0,7,1829,27,1095
mongodb/mongo,Assembly,11,0,0,0,0,0,0,0,0,736,8,2789
mongodb/mongo,C,78306,6104,86,539,984,4495,3396,57,2651,4806790,453,4427
mongodb/mongo,C++,177410,13110,267,1296,1441,10106,7372,174,5564,10710639,594,4427
mongodb/mongo,Go,5925,44,0,0,0,44,44,0,0,1154790,5,1110
mongodb/mongo,Java,301,63,0,0,31,32,31,0,32,13150,12,3931
mongodb/mongo,JavaScript,41838,4676,63,209,247,4157,2416,48,2212,1093864,424,4398
mongodb/mongo,PHP,63,7,0,0,0,7,0,0,7,1139,4,561
mongodb/mongo,Perl,59,0,0,0,0,0,0,0,0,5503,13,4213
mongodb/mongo,Python,8104,1030,5,41,234,750,662,5,363,329100,199,3778
mongodb/mongo,Ruby,17,2,0,0,2,0,2,0,0,418,5,1067
mono/mono,C,69266,18847,166,2170,2217,14294,13435,461,4951,1797833,453,6749
mono/mono,C#,290639,54628,332,1079,2049,51168,38717,828,15083,13692823,1070,6754
mono/mono,C++,214,74,0,1,4,69,49,8,17,4529,27,5495
mono/mono,Java,10,4,0,1,0,3,4,0,0,263,3,4465
mono/mono,JavaScript,5833,118,0,0,4,114,92,0,26,628265,37,6493
mono/mono,Objective-C,29,6,1,0,0,5,5,0,1,858,8,759
mono/mono,Perl,269,33,0,2,1,30,24,2,7,6574,47,6702
mono/mono,Python,380,116,0,0,3,113,48,0,68,9419,47,3966
mono/mono,Ruby,41,6,0,0,0,6,3,0,3,2024,7,4221
morrisjs/morris.js,CoffeeScript,370,74,0,0,2,72,32,0,42,7157,36,1111
morrisjs/morris.js,JavaScript,392,89,0,0,3,86,28,0,61,22733,32,975
mozilla-mobile/firefox-ios,C,3143,1943,14,0,4,1925,1498,0,445,1253937,25,1681
mozilla-mobile/firefox-ios,JavaScript,314,274,3,1,14,256,194,6,74,9004,26,1813
mozilla-mobile/firefox-ios,Objective-C,483,63,0,0,3,60,45,0,18,35447,14,1667
mozilla-mobile/firefox-ios,Python,108,66,2,0,1,63,45,0,21,5867,12,1648
mozilla-mobile/firefox-ios,Ruby,11,1,0,0,0,1,1,0,0,405,4,1670
mozilla-mobile/firefox-ios,Swift,16568,12228,129,287,481,11331,8254,145,3829,307804,175,1862
mozilla/DeepSpeech,C,678,30,0,0,7,23,7,7,16,141079,10,1016
mozilla/DeepSpeech,C#,119,14,0,0,0,14,10,4,0,2286,6,360
mozilla/DeepSpeech,C++,913,49,0,1,8,40,20,8,21,177460,10,994
mozilla/DeepSpeech,Java,32,9,0,0,0,9,2,1,6,817,2,391
mozilla/DeepSpeech,JavaScript,79,25,0,0,0,25,9,1,15,833,10,1146
mozilla/DeepSpeech,Python,1074,371,1,4,5,361,142,3,226,43748,66,1286
mperham/sidekiq,JavaScript,210,26,0,0,0,26,6,0,20,15321,29,2731
mperham/sidekiq,Ruby,3604,849,8,113,37,691,410,51,388,35897,304,2866
mpv-player/mpv,C,74001,17102,224,477,1899,14502,12365,523,4214,1530818,398,6863
mpv-player/mpv,C++,227,56,0,3,5,48,37,1,18,8034,24,5699
mpv-player/mpv,JavaScript,14,1,0,0,0,1,0,0,1,664,3,1812
mpv-player/mpv,Lua,537,143,2,3,11,127,95,2,46,11782,58,2266
mpv-player/mpv,Objective-C,795,328,4,41,23,260,247,5,76,18767,44,5139
mpv-player/mpv,Perl,97,17,0,0,2,15,15,0,2,3520,23,6127
mpv-player/mpv,Python,737,147,1,6,8,132,125,2,20,6482,84,6693
mpv-player/mpv,Swift,121,54,1,8,5,40,45,7,2,3833,2,594
mrdoob/three.js,C,55,6,0,0,0,6,6,0,0,6785,6,2499
mrdoob/three.js,Java,18,1,0,0,0,1,1,0,0,0,5,2561
mrdoob/three.js,JavaScript,45179,7136,58,78,325,6675,2834,289,4013,5856848,1064,3518
mrdoob/three.js,Python,1190,272,19,5,13,235,195,5,72,63302,125,2973
mrdoob/three.js,TypeScript,2608,642,0,2,412,228,526,0,116,50150,125,1061
mui-org/material-ui,JavaScript,80610,26160,131,49,274,25706,8633,5325,12202,696584,1274,1940
mui-org/material-ui,TypeScript,5455,1131,20,0,3,1108,593,3,535,85391,444,862
munin-monitoring/munin,Java,396,58,0,0,3,55,53,0,5,5773,7,3291
munin-monitoring/munin,JavaScript,318,82,0,0,1,81,50,0,32,24644,12,3192
munin-monitoring/munin,Perl,2465,643,3,6,32,602,336,6,301,37586,77,5801
munin-monitoring/munin,Python,42,4,0,0,0,4,1,0,3,790,7,3785
mxcl/PromiseKit,C,388,107,1,2,1,103,71,0,36,4652,25,1954
mxcl/PromiseKit,Objective-C,496,170,1,4,4,161,131,0,39,10444,35,1910
mxcl/PromiseKit,Ruby,20,4,0,0,0,4,3,0,1,189,2,340
mxcl/PromiseKit,Swift,1429,422,2,12,2,406,318,1,103,26435,67,1967
nagadomi/waifu2x,JavaScript,16,2,0,0,0,2,2,0,0,478,2,322
nagadomi/waifu2x,Lua,740,133,0,7,8,118,32,5,96,13057,5,1655
nestjs/nest,JavaScript,3069,92,0,1,9,82,27,0,65,57007,16,954
nestjs/nest,TypeScript,12599,1190,10,31,30,1119,380,15,795,139849,133,1054
netdata/netdata,C,7094,2715,17,112,272,2314,1628,63,1024,255383,74,2365
netdata/netdata,JavaScript,1132,369,2,7,13,347,215,13,141,86019,67,2361
netdata/netdata,Python,1983,767,9,10,14,734,354,14,399,64235,101,1277
netty/netty,C,284,83,2,7,24,50,45,0,38,9374,28,2118
netty/netty,Java,43138,11005,153,702,1989,8161,5144,503,5358,915776,553,4142
nextcloud/server,JavaScript,69353,3324,55,34,143,3092,1769,53,1502,1259234,328,3548
nextcloud/server,PHP,114251,16879,425,105,877,15472,7681,220,8978,2318594,756,3562
nextcloud/server,Perl,35,6,0,0,0,6,2,0,4,353,11,2258
nginx/nginx,C,16759,4569,43,106,917,3503,2524,62,1983,353644,64,6320
nginx/nginx,Perl,255,9,0,0,1,8,5,0,4,553,7,4241
nicklockwood/iCarousel,C,548,28,0,0,1,27,15,0,13,13273,6,2029
nicklockwood/iCarousel,Objective-C,787,100,1,4,2,93,65,2,33,49685,16,2029
nicolaskruchten/pivottable,CoffeeScript,312,79,2,0,0,77,19,2,58,6436,33,2067
nicolaskruchten/pivottable,JavaScript,676,167,0,0,0,167,56,4,107,14502,13,2069
nikic/PHP-Parser,PHP,4926,712,0,0,24,688,482,5,225,140640,67,3118
niklasvh/html2canvas,JavaScript,1866,572,5,3,85,479,281,3,288,170958,38,2993
niklasvh/html2canvas,TypeScript,166,150,0,0,114,36,121,0,29,8694,6,226
ninjaprox/NVActivityIndicatorView,C,10,0,0,0,0,0,0,0,0,97,2,1198
ninjaprox/NVActivityIndicatorView,Swift,873,80,1,0,0,79,34,0,46,12363,35,1524
nlohmann/json,C,144,23,0,3,2,18,9,0,14,17627,7,2315
nlohmann/json,C++,5574,1250,6,14,76,1154,623,14,613,371843,108,2328
nlohmann/json,Python,29,2,0,0,0,2,2,0,0,9317,3,1941
nodejs/node,Assembly,658,233,0,0,25,208,15,0,218,524843,10,2641
nodejs/node,C,55092,7979,23,172,1058,6726,4255,33,3691,3723770,337,3944
nodejs/node,C#,15,1,0,0,0,1,1,0,0,1893,7,1365
nodejs/node,C++,49932,5070,38,239,846,3947,4299,41,730,5144913,562,3946
nodejs/node,CoffeeScript,63,4,0,0,0,4,4,0,0,669,9,2625
nodejs/node,JavaScript,115881,17343,160,720,997,15466,14822,194,2327,3886667,2296,3943
nodejs/node,Lua,76,0,0,0,0,0,0,0,0,12375,9,3053
nodejs/node,Objective-C,117,0,0,0,0,0,0,0,0,693,3,1219
nodejs/node,Perl,1941,543,0,2,60,481,8,0,535,1335092,16,2946
nodejs/node,Python,7574,775,5,3,3,764,468,0,307,462462,142,3893
nodejs/node,Ruby,30,3,0,2,1,0,2,0,1,430,4,2522
nodejs/node,TypeScript,4142,11,0,0,0,11,11,0,0,78245,22,1604
noflo/noflo,CoffeeScript,2617,572,0,6,15,551,310,2,260,43362,25,2961
noflo/noflo,JavaScript,33,0,0,0,0,0,0,0,0,910,1,2241
nostra13/Android-Universal-Image-Loader,Java,1912,180,1,5,45,129,100,4,76,34138,32,2689
nothings/stb,C,1388,422,3,4,50,365,156,17,249,120433,153,1904
nothings/stb,C++,106,23,0,0,1,22,8,1,14,2485,4,1904
nsqio/nsq,Go,3701,512,8,36,46,422,299,4,209,70175,96,2760
nsqio/nsq,JavaScript,83,20,0,0,0,20,2,0,18,1731,6,1513
nsqio/nsq,Python,27,8,0,0,0,8,5,0,3,1157,2,1240
numpy/numpy,C,10559,3631,38,50,441,3102,1954,111,1566,1114797,303,6550
numpy/numpy,C++,408,7,0,0,0,7,5,0,2,76975,9,6372
numpy/numpy,JavaScript,9,1,0,0,0,1,0,0,1,1072,5,3918
numpy/numpy,Python,26211,8637,62,106,380,8089,5112,204,3321,607846,949,6560
nvbn/thefuck,Python,2722,472,2,8,46,416,185,4,283,26112,126,1673
nwjs/nw.js,C,1843,558,2,16,11,529,239,10,309,21332,30,2920
nwjs/nw.js,C++,2773,1078,2,20,25,1031,431,7,640,68746,42,2907
nwjs/nw.js,Java,18,0,0,0,0,0,0,0,0,551,5,1302
nwjs/nw.js,JavaScript,1936,263,3,1,14,245,180,1,82,138797,37,2907
nwjs/nw.js,Objective-C,350,150,1,2,7,140,52,1,97,8351,27,2676
nwjs/nw.js,Python,694,138,0,27,6,105,72,2,64,12738,24,2528
obsproject/obs-studio,C,8453,2177,7,146,324,1700,1560,54,563,378780,186,2261
obsproject/obs-studio,C++,4536,1233,12,69,112,1040,875,19,339,121148,155,2259
obsproject/obs-studio,Lua,101,1,0,0,1,0,1,0,0,118278,5,2017
obsproject/obs-studio,Objective-C,236,50,1,2,4,43,38,1,11,8676,17,2161
obsproject/obs-studio,Python,17,3,0,0,0,3,3,0,0,901,4,1699
ocornut/imgui,C,2541,414,1,4,30,379,206,6,202,62239,84,1946
ocornut/imgui,C++,6297,1685,23,28,138,1496,899,25,761,112615,172,1947
ocornut/imgui,Objective-C,114,34,0,0,4,30,13,0,21,3742,15,1633
octalmage/robotjs,C,198,41,0,0,2,39,17,1,23,3785,27,1841
octalmage/robotjs,C++,140,41,0,1,4,36,21,0,20,2246,26,1912
octalmage/robotjs,JavaScript,71,8,0,0,1,7,2,0,6,1019,4,1274
octobercms/october,JavaScript,4311,1144,18,3,48,1075,834,24,286,671050,100,1919
octobercms/october,PHP,7373,1447,41,8,66,1332,737,63,647,155183,351,1952
omniauth/omniauth,Ruby,2088,215,3,1,4,207,71,2,142,21782,172,3519
onevcat/Kingfisher,C,234,0,0,0,0,0,0,0,0,862,1,1593
onevcat/Kingfisher,Objective-C,86,0,0,0,0,0,0,0,0,1267,1,1589
onevcat/Kingfisher,Swift,2934,414,4,8,50,352,145,0,269,46267,132,1707
onivim/oni,JavaScript,358,125,1,3,1,120,66,8,51,294817,22,676
onivim/oni,TypeScript,5642,3037,118,39,92,2788,2089,106,842,121279,70,849
openai/gym,Python,1977,569,9,6,12,542,313,2,254,29152,199,1317
opencv/opencv,C,6898,1436,5,8,37,1386,1107,9,320,1010565,219,3494
opencv/opencv,C++,50200,12485,148,174,757,11406,6031,304,6150,2577518,1190,3500
opencv/opencv,Java,3103,912,1,3,39,869,572,11,329,110755,83,3368
opencv/opencv,JavaScript,74,24,0,0,0,24,5,1,18,5525,24,3311
opencv/opencv,Objective-C,300,107,1,2,16,88,65,0,42,14693,64,3367
opencv/opencv,Python,3887,805,4,17,13,771,460,4,341,107526,196,3494
opencv/opencv,Scala,22,2,0,0,0,2,1,0,1,183,7,960
openfaas/faas,Go,14263,124,2,0,10,112,98,0,26,2325014,39,1082
openfaas/faas,JavaScript,84,16,0,0,0,16,12,0,4,2006,15,1067
openfaas/faas,Python,26,2,0,0,0,2,1,0,1,1324,5,893
openssl/openssl,Assembly,49,0,0,0,0,0,0,0,0,20216,8,7290
openssl/openssl,C,60484,12499,438,291,1980,9790,3665,128,8706,1697687,501,7658
openssl/openssl,C++,188,26,0,1,1,24,4,0,22,25244,16,7605
openssl/openssl,Perl,5429,1099,22,10,40,1027,282,29,788,289592,83,7653
openssl/openssl,Python,8,0,0,0,0,0,0,0,0,79,6,1654
openwrt/luci,C,1184,180,6,1,29,144,86,4,90,98637,15,4212
openwrt/luci,JavaScript,784,213,8,1,11,193,165,0,48,54436,42,4268
openwrt/luci,Lua,8919,1894,36,12,71,1775,1025,20,849,167787,180,4291
openwrt/luci,Perl,59,9,0,0,0,9,6,0,3,2718,6,3858
orlabs/orange,JavaScript,269,22,0,0,1,21,8,0,14,16778,10,1337
orlabs/orange,Lua,689,89,0,0,2,87,56,0,33,24685,24,1340
ornicar/lila,C#,149,10,0,0,0,10,4,0,6,1227,2,1838
